,Topic,Topic_words,Probability_of_word_in_topic
318,31,pierre,0.006719573654637085
319,31,»,0.006661646295545386
320,32,german,0.12697387309790412
321,32,germany,0.076442721791559
322,32,der,0.07227964398507034
323,32,und,0.05289979902383003
324,32,die,0.040697674418604654
325,32,nazi,0.024834912431811657
326,32,für,0.016580534022394487
327,32,leipzig,0.015001435544071203
328,32,zur,0.013494114269308067
329,32,wilhelm,0.012130347401665232
330,33,development,0.06491889714766944
331,33,institute,0.05591153747574237
332,33,group,0.04690417780381531
333,33,analysis,0.04589725751528688
334,33,student,0.043645417597305114
335,33,education,0.03840943209695727
336,33,field,0.03619420746219472
337,33,change,0.03465636556698766
338,33,art,0.029768225257222364
339,33,method,0.02784592288821354
340,34,health,0.08919866586846831
341,34,response,0.07500213803130078
342,34,network,0.06456854528350295
343,34,urban,0.03925425468228855
344,34,retrieved,0.03626101086119901
345,34,section,0.03608996835713675
346,34,care,0.03378089455229624
347,34,minnesota,0.027110236893868125
348,34,pmid,0.025143248097152144
349,34,paradigm,0.024288035576840845
350,35,history,0.11864564294786407
351,35,essay,0.05913695362597193
352,35,lecture,0.04377187819460364
353,35,volume,0.03934202781822124
354,35,le,0.03701867971871999
355,35,historical,0.034695331619218735
356,35,edited,0.03159753415321706
357,35,criticism,0.024007930361512966
358,35,thinking,0.023140547071032497
359,35,origin,0.02131284656609151
360,36,system,0.053659954462512316
361,36,john,0.03617162142522647
362,36,general,0.03221535033184233
363,36,since,0.032199202286563214
364,36,country,0.027871526151759328
365,36,value,0.02754856524617695
366,36,issue,0.026789607118058358
367,36,city,0.025610799812682675
368,36,scholar,0.02318859302081483
369,36,institution,0.02241348684741712
370,37,economic,0.3514147977363236
371,37,economics,0.33125130999790403
372,37,economy,0.13108363026619158
373,37,economist,0.11792077132676587
374,37,laureate,0.007377908195346888
375,37,elgar,0.005323831481869629
376,37,entrepreneur,0.005239991616013414
377,37,nber,0.004443512890379375
378,37,microeconomics,0.0038147138964577656
379,37,economica,0.0038147138964577656
380,38,language,0.06825246071490243
381,38,experience,0.06346054222068727
382,38,medium,0.03786047314798826
383,38,communication,0.034752201692281125
384,38,memory,0.0332844068381972
385,38,self,0.02991711276118114
386,38,reality,0.02909687446036954
387,38,interaction,0.024866171645657055
388,38,consciousness,0.02063546883094457
389,38,brain,0.01972888965636332
390,39,story,0.024927745664739886
391,39,god,0.02402456647398844
392,39,vision,0.01941835260115607
393,39,greek,0.016121748554913294
394,39,soul,0.013502528901734104
395,39,ancient,0.01259934971098266
396,39,earth,0.012102601156069363
397,39,manuscript,0.01142521676300578
398,39,narrative,0.010928468208092486
399,39,theology,0.009754335260115607
400,40,market,0.052833642673717936
401,40,growth,0.03935826701583992
402,40,financial,0.039027738933665554
403,40,crisis,0.029391574076428263
404,40,rate,0.028044036510640462
405,40,finance,0.026493097048129972
406,40,monetary,0.025806615646690904
407,40,reform,0.02295898909257329
408,40,tax,0.022679311484579592
409,40,income,0.021814853423508175
410,41,philosophy,0.0731938391576212
411,41,writing,0.05297349971577836
412,41,english,0.038004493408764856
413,41,religion,0.03494572720136426
414,41,intellectual,0.033646428281406494
415,41,critical,0.030614730801505022
416,41,natural,0.027853720596594755
417,41,philosopher,0.02517391657418185
418,41,introduction,0.022412906369271582
419,41,religious,0.02157377581679885
420,42,paper,0.06452495621716287
421,42,model,0.058012259194395795
422,42,prize,0.04457640105078809
423,42,business,0.042387259194395795
424,42,information,0.030374343257443082
425,42,jstor,0.024983581436077058
426,42,management,0.02312281085814361
427,42,decision,0.02254816112084063
428,42,nobel,0.020632661996497374
429,42,mathematics,0.019784369527145358
430,43,power,0.13391247336502213
431,43,class,0.09391902966726766
432,43,capitalism,0.054362672785882096
433,43,worker,0.047096104463749115
434,43,socialist,0.043872589193028465
435,43,socialism,0.03338250560017483
436,43,communist,0.031033163962191992
437,43,marxist,0.029284816696716384
438,43,radical,0.028246735507840244
439,43,capitalist,0.02573348631371906
440,44,psychology,0.3202349017617632
441,44,psychological,0.10215326614949612
442,44,psychologist,0.0696730225476691
443,44,cognitive,0.0564054230406728
444,44,experiment,0.049082868121510914
445,44,experimental,0.045385340390052924
446,44,perception,0.04103530776480824
447,44,laboratory,0.03103023272674545
448,44,linguistic,0.018487638657289928
449,44,cognition,0.018197636482273617
450,45,india,0.17130214917825537
451,45,polish,0.0897597977243995
452,45,poland,0.06868942267172355
453,45,delhi,0.036241045090602615
454,45,caste,0.02296670880741677
455,45,warsaw,0.02296670880741677
456,45,hindu,0.017277707543194267
457,45,finland,0.01327433628318584
458,45,bombay,0.012220817530552043
459,45,kraków,0.011378002528445006
460,46,politics,0.25365018628536906
461,46,democracy,0.15043802235424428
462,46,european,0.14691370456147418
463,46,democratic,0.08790655523109456
464,46,republic,0.05659047427248011
465,46,programme,0.026482730842815428
466,46,integration,0.023965360990836775
467,46,modernization,0.012486154465814117
468,46,authoritarian,0.01137851173094351
469,46,civic,0.011177122142785219
470,47,canada,0.0796699388248684
471,47,canadian,0.06629677052212264
472,47,toronto,0.05463081519419548
473,47,argentina,0.02375871389955897
474,47,quebec,0.020486555697823303
475,47,chile,0.020202020202020204
476,47,buenos,0.018068003983496943
477,47,aire,0.01792573623559539
478,47,ontario,0.016503058756579883
479,47,montreal,0.01621852326077678
