,Topic,Topic_words,Probability_of_word_in_topic
279,27,vietnam,0.016337797008467304
280,28,german,0.08739156377656401
281,28,germany,0.05521641345756644
282,28,der,0.050764217193739386
283,28,und,0.038417404874466425
284,28,berlin,0.03621425620783036
285,28,die,0.029099921971818057
286,28,weber,0.027218065819066415
287,28,max,0.021021710194152478
288,28,nazi,0.017257997888649193
289,28,frankfurt,0.01684490751365493
290,29,sociology,0.5398042845807988
291,29,sociological,0.18090452261306533
292,29,sociologist,0.14850568632636868
293,29,mobility,0.023935466807722825
294,29,criminology,0.015207617032531076
295,29,stratification,0.013224014810896589
296,29,occupational,0.010711451996826236
297,29,outsider,0.006876487701666226
298,29,asa,0.006479767257339328
299,29,postindustrial,0.003967204443268976
300,30,god,0.03236209964412812
301,30,catholic,0.0244105871886121
302,30,plato,0.0244105871886121
303,30,aristotle,0.02185275800711744
304,30,jones,0.021018683274021354
305,30,greek,0.020518238434163703
306,30,dialogue,0.01829403914590747
307,30,commentary,0.01796040925266904
308,30,earth,0.017070729537366547
309,30,theology,0.013567615658362989
310,31,freud,0.03291650701870494
311,31,personality,0.03235919049775332
312,31,memory,0.030164756696506322
313,31,meaning,0.02769166463478352
314,31,self,0.024556759204430668
315,31,perception,0.019262252255390296
316,31,clinical,0.01877460029955763
317,31,jung,0.017834128670451775
318,31,therapy,0.017485805844857014
319,31,emotion,0.01724197986694068
320,32,justice,0.06288730778058298
321,32,liberty,0.05011093259888302
322,32,ethic,0.04804529110244052
323,32,mill,0.037258052176574095
324,32,van,0.03228521153699029
325,32,equality,0.028765970468977126
326,32,barbara,0.024252161273047204
327,32,ireland,0.022951572182694516
328,32,agricultural,0.019738352077117282
329,32,indiana,0.018437762986764594
330,33,boa,0.04680897171957959
331,33,walter,0.04279986997507856
332,33,franz,0.03369812547404919
333,33,rose,0.03369812547404919
334,33,morgan,0.02903889912233178
335,33,sapir,0.02437967277061437
336,33,gestalt,0.022104236645357028
337,33,stern,0.020045508722505146
338,33,morris,0.01885361360927511
339,33,caribbean,0.016253115180409578
340,34,william,0.04499736776481671
341,34,james,0.04363968856501621
342,34,edition,0.043473442132387574
343,34,lecture,0.039760605137014765
344,34,w,0.03771023246792829
345,34,volume,0.037405447341442466
346,34,thomas,0.03649109196198498
347,34,written,0.03324928652572664
348,34,charles,0.027901692942838934
349,34,england,0.027707738771438863
350,35,climate,0.09485035211267606
351,35,governance,0.08538732394366197
352,35,asian,0.08098591549295775
353,35,pacific,0.061179577464788734
354,35,indonesia,0.04665492957746479
355,35,sustainable,0.04423415492957746
356,35,alice,0.0371919014084507
357,35,southeast,0.032570422535211266
358,35,carroll,0.027068661971830985
359,35,rhodes,0.023767605633802816
360,36,keynes,0.0858085808580858
361,36,profit,0.04950495049504951
362,36,keynesian,0.04302652487470969
363,36,galbraith,0.02994743918836328
364,36,ricardo,0.027869453612027868
365,36,robinson,0.02566923359002567
366,36,equation,0.02554699914435888
367,36,farm,0.025058061361691725
368,36,farmer,0.01967974575235301
369,36,displaystyle,0.018457401295685124
370,37,taylor,0.04318462855512223
371,37,co,0.04147246266527157
372,37,scott,0.03167506896223723
373,37,harry,0.02387520213069533
374,37,allen,0.022638637876914298
375,37,susan,0.022067915913630744
376,37,discrimination,0.021972795586416818
377,37,rationality,0.020545990678207934
378,37,archaeology,0.02035575002378008
379,37,roger,0.01883382478835727
380,38,de,0.16822991421609532
381,38,la,0.07159785039554058
382,38,le,0.06789278680863847
383,38,french,0.06071631229346774
384,38,paris,0.057578690877532625
385,38,et,0.041456657431823495
386,38,france,0.03818552021095497
387,38,en,0.018191528422176976
388,38,jean,0.012650622517440502
389,38,jacques,0.008411495710804767
390,39,italian,0.0776798825256975
391,39,italy,0.053891336270190895
392,39,di,0.05051395007342144
393,39,il,0.04684287812041116
394,39,rome,0.024963289280469897
395,39,della,0.02305433186490455
396,39,florence,0.02290748898678414
397,39,bologna,0.021439060205580028
398,39,sraffa,0.018355359765051395
399,39,fascism,0.015712187958883995
400,40,would,0.02322741433021807
401,40,later,0.018606853582554518
402,40,wrote,0.012700311526479751
403,40,view,0.011872897196261683
404,40,could,0.01089595015576324
405,40,way,0.01073644859813084
406,40,however,0.009186292834890966
407,40,age,0.008299065420560747
408,40,argued,0.008189408099688473
409,40,father,0.007925233644859813
410,41,economy,0.12707017084750832
411,41,market,0.08422744775505626
412,41,capital,0.05514224830834798
413,41,labor,0.043067030543197875
414,41,monetary,0.04089872518598826
415,41,production,0.03600134584470448
416,41,tax,0.03446857826460802
417,41,inequality,0.026842124939250065
418,41,investment,0.02538412650940222
419,41,welfare,0.023851358929305767
420,42,hall,0.036016949152542374
421,42,mary,0.03418460833715071
422,42,alexander,0.024106733852496565
423,42,burke,0.022789738891433806
424,42,rousseau,0.02238891433806688
425,42,sir,0.02221713238662391
426,42,benjamin,0.021587265231333027
427,42,island,0.02049931287219423
428,42,concerning,0.017693540998625745
429,42,thompson,0.016376546037562986
430,43,health,0.1308161390025896
431,43,medical,0.06440564698020215
432,43,canada,0.05688747807200735
433,43,summer,0.05137415420599783
434,43,canadian,0.04761506975190043
435,43,care,0.03658842201988138
436,43,harper,0.035001253028151366
437,43,francisco,0.028569041851140255
438,43,inquiry,0.025561774287862334
439,43,speaker,0.018377746220031743
440,44,’,0.10945348793292291
441,44,city,0.07183593307398875
442,44,art,0.07168485855648299
443,44,america,0.06779468973070968
444,44,conflict,0.0429429316010122
445,44,medium,0.042414170789742044
446,44,north,0.03572912339011217
447,44,routledge,0.02787324847981267
448,44,uk,0.02590927975223779
449,44,violence,0.023794236507157156
450,45,u,0.0570973494226208
451,45,right,0.03677221654749745
452,45,march,0.027077093540624295
453,45,said,0.02652308651166012
454,45,service,0.024289745676148267
455,45,house,0.02222953203718772
456,45,december,0.02195252852270563
457,45,july,0.02112151797925936
458,45,elected,0.01989231488374509
459,45,leader,0.01947680961202195
460,46,difference,0.04410001712622024
461,46,parent,0.02988525432437061
462,46,story,0.02710224353485186
463,46,animal,0.023762630587429355
464,46,medicine,0.020808357595478676
465,46,birth,0.014300393903065593
466,46,dream,0.014000685048809728
467,46,infant,0.013829422846377804
468,46,emotional,0.01254495632813838
469,46,chomsky,0.011945538619626649
470,47,war,0.3097454485542466
471,47,movement,0.15330752121262048
472,47,russian,0.08237910865804432
473,47,soviet,0.07035175879396985
474,47,russia,0.05025125628140704
475,47,radical,0.04374330669742153
476,47,empire,0.04118955432902216
477,47,activist,0.03130406129005684
478,47,moscow,0.029821237334212044
479,47,strike,0.011862591646758382
480,48,von,0.10741172728236666
481,48,teacher,0.08281200296893225
482,48,neumann,0.046230516382143996
483,48,dewey,0.0377478528257873
484,48,carl,0.03573322023115258
485,48,1918,0.030643622097338563
486,48,1911,0.02947725585833952
487,48,1913,0.02534195737461563
488,48,harris,0.023327324779980913
489,48,1900,0.01972219276852932
490,49,country,0.045065417541592635
491,49,bank,0.043404019659874934
492,49,business,0.04245794586611902
493,49,financial,0.039181300043842446
494,49,growth,0.03735837736806886
495,49,trade,0.033412557398989316
496,49,price,0.027966864342247964
497,49,finance,0.027343840136603827
498,49,rate,0.026766965872118513
499,49,decision,0.020998223227265387
500,50,government,0.11498941815170383
501,50,foreign,0.04484249915651934
502,50,election,0.04389166641106647
503,50,affair,0.032819065730147534
504,50,india,0.03150016869613226
505,50,minister,0.030825384167101188
506,50,administration,0.03042664785449192
507,50,security,0.026531300800539826
508,50,indian,0.023893506732509277
509,50,secretary,0.02094899242401006
510,51,psychology,0.35707944962272525
511,51,psychological,0.11414410415741974
512,51,psychologist,0.07634265423879272
513,51,cognitive,0.06657789613848203
514,51,mental,0.05955022932386448
515,51,brain,0.04068649208462791
516,51,cognition,0.022340582926468414
517,51,broca,0.012205947625388371
518,51,neuroscience,0.01087438970261873
519,51,processing,0.009616807220002958
520,52,power,0.09888973966309342
521,52,class,0.06998468606431853
522,52,revolution,0.053828483920367536
523,52,capitalism,0.0386676875957121
524,52,worker,0.03514548238897396
525,52,socialist,0.0307427258805513
526,52,socialism,0.022894333843797857
527,52,marxist,0.021286370597243493
528,52,mass,0.020099540581929556
529,52,capitalist,0.018721286370597244
530,53,indigenous,0.043859649122807015
531,53,iran,0.030795072788353865
532,53,peru,0.02967525195968645
533,53,toledo,0.029488615154908547
534,53,ambedkar,0.026875699888017916
535,53,yunus,0.026875699888017916
536,53,soto,0.02463605823068309
537,53,brzezinski,0.02444942142590519
538,53,bangladesh,0.02370287420679358
539,53,moynihan,0.023142963792459875
540,54,williams,0.07861354296944792
541,54,mi,0.056637484366624975
542,54,austrian,0.05610148293728783
543,54,ludwig,0.04430945149187065
544,54,fox,0.04252278006074683
545,54,eric,0.04037877434339825
546,54,collins,0.03341075576201537
547,54,rothbard,0.03073074861532964
548,54,helen,0.028050741468643916
549,54,myrdal,0.02322672860460961
550,55,miller,0.09250365420755899
551,55,green,0.07809563583211526
552,55,rice,0.057840885362288576
553,55,citizenship,0.0576320735017749
554,55,suicide,0.05074128210482355
555,55,sport,0.04092712466068073
556,55,patrick,0.03403633326372938
557,55,elia,0.024222175819586553
558,55,colin,0.024013363959072876
559,55,dame,0.022551680935477134
560,56,kenyatta,0.043400228422254855
561,56,kenya,0.042421275901452116
562,56,ibn,0.0381791483113069
563,56,muslim,0.036547560776635665
564,56,islamic,0.036547560776635665
565,56,islam,0.030021210637950727
566,56,arab,0.0298580518844836
567,56,fanon,0.021536955457660302
568,56,averroes,0.021210637950726058
569,56,arabic,0.016642192853646598
570,57,woman,0.18794664125774177
571,57,child,0.17943068127679848
572,57,behavior,0.09319914244878513
573,57,gender,0.05496665078608862
574,57,learning,0.051810385898046686
575,57,experimental,0.04180562172463077
576,57,feminist,0.03853025250119104
577,57,behavioral,0.03698189614101954
578,57,adult,0.01977131967603621
579,57,stimulus,0.01798475464506908
580,58,federal,0.08029578077424968
581,58,chairman,0.058286211396259245
582,58,reserve,0.04532405393649413
583,58,corporation,0.038103523270987386
584,58,currency,0.03610265332753371
585,58,kissinger,0.029317094388864724
586,58,budget,0.02505437146585472
587,58,obama,0.022531535450195737
588,58,percent,0.021313614615050023
589,58,clinton,0.020791648542844716
590,59,china,0.10296260320543954
591,59,chinese,0.06289460903351142
592,59,brazil,0.029261777561923264
593,59,schmidt,0.0190626517727052
594,59,li,0.018212724623603693
595,59,hong,0.016027197668771247
596,59,portuguese,0.0152986886838271
597,59,belgium,0.015177270519669743
598,59,kong,0.01481301602719767
599,59,brazilian,0.013234579893152016
600,60,polish,0.06619937694704049
601,60,dunham,0.03956386292834891
602,60,dance,0.03426791277258567
603,60,luxemburg,0.027881619937694703
604,60,peterson,0.027570093457943926
605,60,veblen,0.023052959501557634
606,60,webb,0.020560747663551402
607,60,bernstein,0.019158878504672898
608,60,warsaw,0.018691588785046728
609,60,fraser,0.01573208722741433
610,61,black,0.1330360846121941
611,61,white,0.11177934467026131
612,61,race,0.10887598506843633
613,61,african,0.09280381584404811
614,61,africa,0.07579842389050187
615,61,racial,0.04821650767316466
616,61,racism,0.027996681874740772
617,61,negro,0.02084197428452924
618,61,africanamerican,0.016901700539195354
619,61,coon,0.009746992948983823
620,62,language,0.10009495615260013
621,62,moral,0.058928671172429205
622,62,object,0.04300955147182037
623,62,thinking,0.04166899402334804
624,62,marriage,0.034240071496397254
625,62,space,0.027481427693682624
626,62,sex,0.02647600960732838
627,62,sexual,0.026420153046975366
628,62,female,0.02005250516673183
629,62,desire,0.01982907892531978
630,63,marx,0.07229573045969172
631,63,karl,0.05006138316737144
632,63,friedrich,0.021893329695812303
633,63,engels,0.021552312099304326
634,63,1909,0.01670986222889101
635,63,bakunin,0.014800163688446324
636,63,pearson,0.01418633201473196
637,63,1904,0.014049924976128768
638,63,ward,0.013231482744509616
639,63,1908,0.012754058109398446
640,64,experiment,0.08492569002123142
641,64,laboratory,0.052370842179759375
642,64,happiness,0.035385704175513094
643,64,drive,0.03137532436895494
644,64,lacan,0.019462137296532202
645,64,quebec,0.017928756782259966
646,64,finkelstein,0.017574899740504836
647,64,reich,0.014861995753715499
648,64,montreal,0.014508138711960368
649,64,brian,0.013564519933946686
650,65,du,0.06538767923526288
651,65,foucault,0.031001062134891132
652,65,river,0.027217206585236325
653,65,bois,0.02529208709506107
654,65,derrida,0.02343335103558152
655,65,music,0.02303505045140733
656,65,durkheim,0.02051248008497079
657,65,adorno,0.016728624535315983
658,65,comte,0.016396707381837492
659,65,spencer,0.016396707381837492
660,66,douglas,0.06646842749693896
661,66,philippine,0.04407906244533846
662,66,swedish,0.04355431170194158
663,66,entrepreneurship,0.03410879832079762
664,66,harvey,0.032009795347210074
665,66,stockholm,0.03183487843274445
666,66,ra,0.03026062620255379
667,66,sweden,0.02991079237362253
668,66,buchanan,0.021864614308203602
669,66,murphy,0.020990029735875458
670,67,speech,0.12087912087912088
671,67,da,0.05664757777433834
672,67,wilhelm,0.04782541402259712
673,67,bernard,0.04086054790280142
674,67,wundt,0.03915802507351803
675,67,leipzig,0.033431357375019344
676,67,wundts,0.02197802197802198
677,67,psychologie,0.021823247175359852
678,67,eugen,0.020894598359387093
679,67,gustav,0.020275499148738586
