,Topic,Topic_words,Probability_of_word_in_topic
246,24,evolutionary,0.028246779227014483
247,24,biological,0.0245658958149956
248,24,diversity,0.013123149555893415
249,24,ruth,0.010882611826838442
250,25,individual,0.06707142630089959
251,25,mind,0.03671445373343082
252,25,person,0.03518865825359992
253,25,personality,0.025684223910486664
254,25,object,0.02463523951810293
255,25,intelligence,0.024031278807336534
256,25,test,0.024031278807336534
257,25,event,0.02368161734320862
258,25,von,0.022759782574144124
259,25,stage,0.022537270733335453
260,26,student,0.03991519481820306
261,26,process,0.028763647290574606
262,26,used,0.02744482655003172
263,26,developed,0.025424860605655904
264,26,effect,0.02330473106073253
265,26,result,0.02282060699141932
266,26,number,0.020700477446495943
267,26,le,0.019949250442389235
268,26,teaching,0.01759540582952155
269,26,need,0.017511936162398583
270,27,york,0.07648401826484018
271,27,institute,0.05211953928985211
272,27,association,0.04516799563824712
273,27,article,0.040158795065767056
274,27,academic,0.03165678457029919
275,27,publication,0.0260512505963334
276,27,project,0.02325700265794316
277,27,author,0.022353983507121925
278,27,princeton,0.02051386901110884
279,27,ed,0.01971307844339944
280,28,human,0.12335895517311747
281,28,order,0.060063941228487856
282,28,action,0.048840214951363856
283,28,community,0.04057547105639072
284,28,western,0.026494796272362425
285,28,reality,0.023025644513978642
286,28,tradition,0.022821576763485476
287,28,living,0.022719542888238894
288,28,reading,0.020916944425549283
289,28,publisher,0.018196041085640432
290,29,self,0.054983088177456146
291,29,psychoanalysis,0.03626209391960985
292,29,feeling,0.03295838905057815
293,29,therapy,0.0322504522929285
294,29,psychoanalytic,0.025328403995909698
295,29,unconscious,0.0231259340832219
296,29,dream,0.0226539762447888
297,29,drive,0.0207661448910564
298,29,psychotherapy,0.0182490364194132
299,29,analyst,0.018091717139935497
300,30,feminist,0.032902863559797865
301,30,story,0.030993823694553623
302,30,animal,0.029758562605277934
303,30,film,0.029477821448624368
304,30,racial,0.02408759124087591
305,30,louis,0.023750701852891635
306,30,mary,0.022852330151600226
307,30,museum,0.020662549129702414
308,30,alfred,0.018697361033127455
309,30,site,0.016900617630544637
310,31,social,0.2876685114233007
311,31,theory,0.2545764154959557
312,31,science,0.2116077763587342
313,31,study,0.21052930324960975
314,31,completed,0.014587767844472825
315,31,framework,0.010614445863488009
316,31,interdisciplinary,0.003717894139350078
317,31,formulation,0.003377323683837094
318,31,examining,0.0033205619412515963
319,32,university,0.5988437027790553
320,32,born,0.0903357203863084
321,32,received,0.07538926483148282
322,32,degree,0.05341304776295907
323,32,scientist,0.029827212403915643
324,32,page,0.02352013665330793
325,32,doctorate,0.02108928454109454
326,32,advanced,0.01757440378424545
327,32,numerous,0.016556073845345246
328,32,medal,0.015767689376519282
329,33,paris,0.0985683445063061
330,33,french,0.09663674582433815
331,33,france,0.061015793659811385
332,33,de,0.053062152028178614
333,33,sur,0.011248721736166345
334,33,école,0.00977161686172026
335,33,sociologie,0.006703783660947619
336,33,«,0.006703783660947619
337,33,pierre,0.006590160209067151
338,33,»,0.006533348483126917
339,34,german,0.1299215485006232
340,34,germany,0.07801158442701078
341,34,der,0.0738323924041352
342,34,und,0.054036219664198255
343,34,die,0.04157196275386758
344,34,für,0.016936725566390497
345,34,switzerland,0.015836938191949555
346,34,zur,0.0137840017596598
347,34,friedrich,0.012390937752034606
348,34,han,0.011804384485666104
349,35,economy,0.06475978207033185
350,35,market,0.043070001650982334
351,35,business,0.03200842000990589
352,35,capital,0.028871553574376756
353,35,crisis,0.02383605745418524
354,35,rate,0.02288674261185405
355,35,labor,0.0228041934951296
356,35,price,0.020719828297837212
357,35,production,0.01935776787188377
358,35,worker,0.017830609212481426
359,36,idea,0.031304997066823104
360,36,wrote,0.025619966935096796
361,36,view,0.023305423710735428
362,36,writing,0.02094821609514159
363,36,death,0.01714041917764386
364,36,argued,0.016937763319289638
365,36,century,0.01634046184203509
366,36,intellectual,0.01324729347768119
367,36,took,0.012330009066183137
368,36,son,0.012255346381526318
369,37,war,0.11901873567866289
370,37,right,0.06439547108774768
371,37,revolution,0.04522172799568675
372,37,critical,0.0380779080738644
373,37,union,0.030091656557487533
374,37,freedom,0.029417711281843915
375,37,civil,0.026452352069011996
376,37,soviet,0.025677315002021837
377,37,critique,0.025205553309071302
378,37,military,0.024565305297209867
379,38,language,0.0977648442820878
380,38,religion,0.0799950467463315
381,38,religious,0.04922295833075351
382,38,identity,0.03591108909665036
383,38,conversation,0.023713701937960498
384,38,desire,0.021856231812271688
385,38,discourse,0.02160856912884651
386,38,music,0.019317689307163644
387,38,trans,0.017522134852331124
388,38,linguistics,0.016036158751780074
389,39,power,0.149494580440872
390,39,relation,0.11575934721714773
391,39,class,0.10473754719279016
392,39,movement,0.1009621239800268
393,39,russian,0.04956765314821581
394,39,authority,0.03123858238947753
395,39,russia,0.031055900621118012
396,39,mass,0.028193886250152234
397,39,ideology,0.025453659724759468
398,39,struggle,0.022957008890512727
399,40,cambridge,0.09589514951187639
400,40,chicago,0.08947651625797524
401,40,oxford,0.07302636636174956
402,40,information,0.04266277192712737
403,40,technology,0.041163809670228306
404,40,paul,0.03762779614113306
405,40,communication,0.030940118379583364
406,40,network,0.02897993696671535
407,40,peter,0.026404796679222076
408,40,pdf,0.02210008455684526
409,41,press,0.32564102564102565
410,41,isbn,0.3194871794871795
411,41,london,0.16292307692307692
412,41,british,0.08271794871794871
413,41,britain,0.02758974358974359
414,41,lse,0.012
415,41,manchester,0.011897435897435898
416,41,sussex,0.0043076923076923075
417,41,birmingham,0.004256410256410256
418,41,wale,0.003948717948717949
419,42,life,0.16457528957528958
420,42,english,0.05642696267696268
421,42,volume,0.05107786357786358
422,42,moral,0.042149292149292146
423,42,archive,0.03486969111969112
424,42,spent,0.026584620334620335
425,42,popular,0.0259009009009009
426,42,writer,0.025096525096525095
427,42,ethic,0.024493243243243243
428,42,internet,0.01998873873873874
429,43,race,0.098620614749647
430,43,india,0.08830237862495927
431,43,african,0.08048224177256436
432,43,indian,0.07222765287281416
433,43,black,0.061366351688932334
434,43,white,0.04062126642771804
435,43,philadelphia,0.02476376669925057
436,43,negro,0.02237428043879657
437,43,color,0.019333116107309655
438,43,delhi,0.018898664059954384
439,44,economic,0.3655295604060471
440,44,economics,0.34431229033241845
441,44,economist,0.12294689147388141
442,44,growth,0.0676600008713458
443,44,macroeconomics,0.012939485034635996
444,44,prosperity,0.006665795320873089
445,44,accounting,0.006447958872478543
446,44,elgar,0.005533045789221452
447,44,concise,0.0048359691543589075
448,44,nber,0.004574565416285453
449,45,child,0.09706507577316054
450,45,relationship,0.04827538915175204
451,45,mother,0.03706370431324144
452,45,health,0.035863676884043065
453,45,men,0.03294932455598985
454,45,response,0.030377837207707606
455,45,experiment,0.023623397106219572
456,45,medical,0.020126174312555714
457,45,love,0.018926146883357333
458,45,finding,0.018274703421792497
459,46,israel,0.06607210149478708
460,46,kenya,0.030775028262781057
461,46,portuguese,0.028639618138424822
462,46,portugal,0.025122472051249845
463,46,colonial,0.024494410249968596
464,46,philippine,0.02248461248586861
465,46,israeli,0.02085165180253737
466,46,hebrew,0.019846752920487376
467,46,brazilian,0.012435623665368671
468,46,jerusalem,0.012184398944856173
469,47,global,0.08185891544117647
470,47,minister,0.04653033088235294
471,47,china,0.03854549632352941
472,47,commission,0.03664981617647059
473,47,campaign,0.028952205882352942
474,47,presidential,0.027975643382352942
475,47,chinese,0.02619485294117647
476,47,vietnam,0.02412683823529412
477,47,currency,0.02263327205882353
478,47,2021,0.02228860294117647
479,48,greek,0.050416607823753706
480,48,karl,0.046603587063974015
481,48,dialogue,0.04222567433978252
482,48,socrates,0.0224544555853693
483,48,saint,0.02146589464764864
484,48,diary,0.02075977969213388
485,48,greece,0.019629995763310266
486,48,alice,0.016664312950148284
487,48,palestinian,0.016523089959045334
488,48,athens,0.014969637056912866
489,49,doctrine,0.022718421394261976
490,49,equality,0.022199143190964558
491,49,concerning,0.018499285992470468
492,49,earth,0.01733091003505128
493,49,treatise,0.01707127093340257
494,49,slavery,0.014734519018564195
495,49,king,0.01174866934960405
496,49,prince,0.011553940023367518
497,49,evil,0.011553940023367518
498,49,passion,0.011099571595482279
499,50,education,0.21428571428571427
500,50,teacher,0.07750759878419453
501,50,higher,0.06332320162107397
502,50,japan,0.033738601823708206
503,50,van,0.031610942249240125
504,50,skill,0.029078014184397163
505,50,barbara,0.02695035460992908
506,50,camp,0.022087132725430596
507,50,cooperative,0.018642350557244173
508,50,atlantic,0.017325227963525838
509,51,policy,0.14028631362013763
510,51,financial,0.0569315128988334
511,51,trade,0.0486512346814853
512,51,finance,0.038567695874581386
513,51,monetary,0.03735325506937033
514,51,reform,0.0331947153424355
515,51,tax,0.03293710668678468
516,51,federal,0.030029809001582454
517,51,poverty,0.021712729547712802
518,51,bank,0.020130276377286278
519,52,essay,0.14163885799035966
520,52,modern,0.13511308861698182
521,52,edition,0.10515387467556545
522,52,translated,0.05621060437523174
523,52,translation,0.046273637374860954
524,52,italian,0.03730070448646645
525,52,vienna,0.030329996292176493
526,52,spanish,0.02506488691138302
527,52,italy,0.023952539859102707
528,52,del,0.014757137560252131
529,53,polish,0.06719242902208201
530,53,frankfurt,0.0526813880126183
531,53,poland,0.05141955835962145
532,53,islamic,0.02334384858044164
533,53,arab,0.02082018927444795
534,53,ibn,0.019873817034700314
535,53,gesellschaft,0.019085173501577287
536,53,warsaw,0.01719242902208202
537,53,islam,0.01719242902208202
538,53,czech,0.013564668769716088
539,54,political,0.427092268104399
540,54,politics,0.15414777600784219
541,54,party,0.12382061021933587
542,54,democracy,0.09092023036392599
543,54,democratic,0.053302291385859575
544,54,police,0.01592942041416493
545,54,constitutional,0.012498468324960177
546,54,alliance,0.011273128293101335
547,54,cabinet,0.01017032226442838
548,54,corruption,0.009190050238941306
549,55,scientific,0.08413569189431258
550,55,behavior,0.08004926108374384
551,55,learning,0.04970891177787729
552,55,cognitive,0.043551276309897
553,55,memory,0.0432154052843708
554,55,perception,0.03168383340797134
555,55,behavioral,0.028660994178235557
556,55,brain,0.02558217644424541
557,55,medicine,0.02205553067622033
558,55,infant,0.01858486341244962
559,56,woman,0.3647635917699959
560,56,gender,0.09279193350592724
561,56,sex,0.06431393922877776
562,56,sexual,0.06336013080801199
563,56,female,0.04660035427169914
564,56,girl,0.0320207112685652
565,56,male,0.030249352772857337
566,56,feminism,0.027796702548031068
567,56,neighborhood,0.016351001498841805
568,56,adolescent,0.016214743153018123
569,57,capitalism,0.10087544767210506
570,57,socialist,0.07998408276959809
571,57,socialism,0.060883406287306006
572,57,communist,0.056705133306804614
573,57,marxist,0.05342220453641067
574,57,capitalist,0.046856346995622765
575,57,marxism,0.041981695185037804
576,57,austrian,0.033724631914046954
577,57,moscow,0.02865101472343812
578,57,polity,0.025069637883008356
579,58,prize,0.27293999665719537
580,58,nobel,0.12619087414340632
581,58,canada,0.09359852916597025
582,58,canadian,0.07772020725388601
583,58,toronto,0.06401470834029752
584,58,laureate,0.029416680595019222
585,58,quebec,0.024068193214106637
586,58,ontario,0.019388266755808122
587,58,montreal,0.019053986294501085
588,58,nobelprizeorg,0.017215443757312387
589,59,psychology,0.4565932935609957
590,59,psychological,0.14667763834601935
591,59,psychologist,0.09956799012548859
592,59,mental,0.07447027360625386
593,59,experimental,0.06449290269491874
594,59,clinical,0.039909483645340464
595,59,anxiety,0.01398889117465542
596,59,physiological,0.012651717753548652
597,59,apa,0.010183089899197697
598,59,psychopathology,0.0061715696358773916
